,Episode,Description,Link
186,The Most Curious Man in Hollywood — Brian Grazer (#279),"Brian Grazer (@BrianGrazer) is an Academy Award-winning producer and New York Times bestselling author (A Curious Mind: The Secret to a Bigger Life, with Charles Fishman) who has been making movies and television programs for more than 25 years. Grazer and his longtime friend and business partner Ron Howard began their collaboration in 1985 on the hit comedies Nightshift and Splash, and in 1986 they founded Imagine Entertainment.",https://tim.blog/2017/11/12/brian-grazer/
187,Tim O'Reilly – The Trend Spotter (#278),Tim O’Reilly (@timoreilly) is one of the most fascinating polymaths I’ve ever encountered. Wired has called him “the trend spotter” in the world of tech and macrotrends.,https://tim.blog/2017/11/08/tim-oreilly/
188,"Sharon Salzberg, World-Renowned Meditation Teacher (#277)","Sharon Salzberg (@SharonSalzberg) is a central figure in the field of meditation, a world-renowned teacher, and New York Times bestselling author.",https://tim.blog/2017/11/03/sharon-salzberg/
189,"Terry Laughlin, The Master Who Changed My Life (#276)","This episode is special to me. While I didn’t know it at the time, this ended up being  Terry Laughlin’s (@TISWIM) final long-form interview. Terry passed away from cancer complications on October 20, just two weeks after we recorded this interview.",https://tim.blog/2017/10/29/terry-laughlin/
190,Discipline Equals Freedom — Jocko Willink (#275),"Jocko Willink (@jockowillink) takes over the show for a special episode. As I learned during our first interview, he is one of the scariest human beings imaginable.",https://tim.blog/2017/10/20/discipline-equals-freedom/
191,"Arianna Huffington, Media Maven (#274)",Arianna Huffington (@ariannahuff) is the founder and CEO of Thrive Global and founder of The Huffington Post. She has been named to Time magazine’s list of the world’s 100 Most Influential People and Forbes’ Most Powerful Women list.,https://tim.blog/2017/10/18/arianna-huffington/
192,"Lessons from Steve Jobs, Leonardo da Vinci, and Ben Franklin (#273)","Walter Isaacson (@WalterIsaacson) is a professor at Tulane University, and the president and CEO of The Aspen Institute, a nonpartisan educational and policy studies institute based in Washington, DC. He has been the chairman and CEO of CNN and the editor of TIME magazine. He is the author of many biographies I have recommended, including The Innovators, Steve Jobs, Einstein: His Life and Universe, Benjamin Franklin: An American Life, Kissinger: A Biography, and his most recent, Leonardo da Vinci.",https://tim.blog/2017/10/14/walter-isaacson/
193,Sir Richard Branson — The Billionaire Maverick of the Virgin Empire (#272),"Sir Richard Branson (@richardbranson), founder and chairman of The Virgin Group, is a world-famous entrepreneur, adventurer, activist, and business icon. He has launched a dozen billion-dollar businesses and hundreds of other companies.",https://tim.blog/2017/10/09/richard-branson/
194,"Intimacy, Emotional Baggage, Relationship Longevity, and More – Esther Perel (#271)",Psychotherapist Esther Perel (@estherperel) is back to answer your most requested questions.,https://tim.blog/2017/10/08/intimacy-emotional-baggage-relationship-longevity/
195,"Investing Wisdom from Marc Andreessen, Peter Thiel, Reid Hoffman, Chris Sacca, and Others (#270)","""Raise prices."" - Marc Andreessen Marc Andreessen (@pmarca) is a legendary figure in Silicon Valley -- and worldwide. Even in the epicenter of tech, it's hard to find a more fascinating icon. Marc co-created the highly influential Mosaic Internet browser, the first widely used graphical web browser. He also co-founded…",https://tim.blog/2017/10/05/investing-wisdom/
196,Eric Ripert — Lessons in Mastery and Mindfulness (#268),"Eric Ripert (@ericripert) is recognized as one of the best chefs in the world. In 1995, at just 29 years old, he earned a four-star rating from The New York Times. Twenty years later and for the fifth consecutive time, Le Bernardin, where Eric is the chef and a co-owner, again earned the highest rating of four stars, becoming the only restaurant to maintain this superior status for such a marathon length of time. In 1998, the James Beard Foundation named him Top Chef in New York City and, in 2003, Outstanding Chef of the Year.",https://tim.blog/2017/09/29/eric-ripert/
197,Tools and Tips for Better Sleep (#267),No description for the person found,https://tim.blog/2017/09/26/tools-and-tips-better-sleep/
198,"Favorite Books, Supplements, Simple Technologies, and More (#266)",No description for the person found,https://tim.blog/2017/09/22/simple-technologies/
199,Bill Burr — The Comedian's Comedian (#265),"This episode of the podcast features Bill Burr (@billburr). Many of you know Bill as a famous standup comedian, and thousands of you have been requesting him for years. Rolling Stone called Bill “the undisputed heavyweight champ of rage-fueled humor,” and when we were finally able to talk, he did not disappoint. ",https://tim.blog/2017/09/17/bill-burr/
200,"Ray Dalio, The Steve Jobs of Investing (#264)","Ray Dalio (@raydalio) grew up a middle-class kid from Long Island. He started his investment company Bridgewater Associates out of a two-bedroom apartment at age 26, and it now has roughly $160 billion in assets under management. Over 42 years, he has built Bridgewater into what Fortune considers the fifth most important private company in the U.S.",https://tim.blog/2017/09/13/ray-dalio/
201,"Filmmaker Darren Aronofsky — Exploring Creativity, Ignoring Critics, and Making Art (#263)","Darren Aronofsky (@DarrenAronofsky) is the founder and head of production company Protozoa Pictures. He is the acclaimed and award-winning filmmaker behind both cult classics and blockbusters, including Pi (which earned him a Best Director award at the 1998 Sundance Film Festival), Requiem For a Dream, The Wrestler (the third U.S. film in history to win the esteemed Golden Lion award), Black Swan (which won Natalie Portman the Academy Award for Best Actress and garnered four other Oscar nominations), Noah (His biblically inspired epic that opened at number one at the box office and grossed more than $362,000,000 worldwide), and his latest, mother!, a psychological horror-thriller film starring Jennifer Lawrence, Javier Bardem, Ed Harris, and Michelle Pfeiffer.",https://tim.blog/2017/09/09/darren-aronofsky/
202,"The CIA, The Police, and Other Adventures from Stewart Copeland (#262)","Stewart Copeland (@copelandmusic) is a Grammy Award-winning musician, considered by Rolling Stone Magazine to be one of the top ten drummers of all time. He’s a founding member of The Police, and an inductee into the Rock & Roll Hall of Fame.",https://tim.blog/2017/09/06/stewart-copeland/
203,"Mental Performance, Work-Life Balance, and the Rise to the Top – Maria Sharapova (#261)","Maria Sharapova (@MariaSharapova) is one of the best tennis players in the world. She is the winner of five Grand Slam titles (two at the French Open and one each at the Australian Open, Wimbledon, and US Open) and an Olympic silver medalist.",https://tim.blog/2017/08/26/maria-sharapova/
204,"Setting Goals, Making Money, and Overcoming Tough Times — Phil Hellmuth (#260)","Phil Hellmuth (@phil_hellmuth) is an American professional poker player who has won a record fourteen World Series of Poker bracelets. He is the winner of the Main Event of the 1989 World Series of Poker (WSOP), the Main Event of the 2012 World Series of Poker Europe (WSOPE), and he is a 2007 inductee of the WSOP’s Poker Hall of Fame. Hellmuth is also known for his temperamental “poker brat” personality — reflected in his new book, Poker Brat: Phil Hellmuth’s Autobiography.",https://tim.blog/2017/08/24/phil-hellmuth/
205,"Lessons from 50,000 Interviews: Larry King and Cal Fussman (#259)","Cal Fussman (@calfussman) is a New York Times bestselling author and a writer-at-large for Esquire magazine, where he is best known for being a primary writer of the “What I’ve Learned” feature. He has transformed oral history into an art form, conducting probing interviews with a long list of icons who’ve shaped the last 50 years of world history.",https://tim.blog/2017/08/16/larry-king/
206,From Long-Shot to $50 Billion Empire – Bill Rasmussen (#258),Bill Rasmussen (@bill_espn) is the co-founder of ESPN. He turned a massive gamble into an opportunity to create the 24-hour programming cycle used universally by networks today.,https://tim.blog/2017/08/09/bill-rasmussen/
207,"Physical Training, Dating Strategies, and Stories from the Early Days (#257)",No description for the person found,https://tim.blog/2017/08/06/physical-training-dating-strategies-and-stories-from-the-early-days/
208,"How to Overcome Anxiety and Stress – with Adviser to Olympians, Michael Gervais (#256)","Michael Gervais (@michaelgervais) is the performance psychologist elite athletes and coaches turn to when they want to level up or when they’re returning from hard times and want to not just get back to where they were, but exceed their previous highest levels of excellence. His clients include Olympic gold medalists, Super Bowl champion NFL coaches, you name it.",https://tim.blog/2017/08/02/michael-gervais/
209,How to Turn Failure into Success (#255),"""Part of being successful is to give something back."" - Arnold Schwarzenegger Arnold Schwarzenegger (@Schwarzenegger) told you he'd be back. In our first conversation (Episode 60), the former Mr. Olympia, Terminator, and Governator shared daily routines, psychological warfare tactics, favorite books, early entrepreneurial ventures (and tips), and many stories no…",https://tim.blog/2017/07/26/how-to-turn-failure-into-success/
210,"When to Quit – Lessons from World-Class Entrepreneurs, Investors, Authors, and More (#254)","""The world always makes sense; we just don't understand it."" -Adam Robinson This episode sets a new record with five guests -- each considered among the best in their field. It features Adam Robinson (@IAmAdamRobinson), Debbie Millman (@debbiemillman), Neil Strauss (@neilstrauss), Scott Belsky (@scottbelsky), and Veronica Belmont (@Veronica). This roundtable conversation discusses best investments,…",https://tim.blog/2017/07/23/when-to-quit/
211,Morning Routines and Strategies (#253),No description for the person found,https://tim.blog/2017/07/19/morning-routines-and-strategies/
212,Inside the World of SuperTraining – Mark Bell (#252),"Mark Bell (@MarkSmellyBell) is the founder of Super Training Gym in Sacramento, which is often referred to as “the strongest gym in the West.” Prior to opening his own gym, he spent time studying training under the legendary Louie Simmons at Westside Barbell.",https://tim.blog/2017/07/12/inside-the-world-of-supertraining-mark-bell/
213,How to Live Without Limits – Kyle Maynard (#251),"Kyle Maynard (@kylemaynard) is a motivational speaker, bestselling author, entrepreneur, and ESPY award-winning mixed martial arts athlete, known for becoming the first quadruple amputee to reach the summit of Mount Kilimanjaro and Mount Aconcagua without the aid of prosthetics.",https://tim.blog/2017/07/09/kyle-maynard-without-limits/
214,"Myers-Briggs, Diet Mistakes, and Immortality (#250)",No description for the person found,https://tim.blog/2017/07/05/myers-briggs-diet-mistakes-and-immortality/
215,How to Make a Difference and Find Your Purpose — Blake Mycoskie (#249),This episode of the podcast features Blake Mycoskie (@blakemycoskie).,https://tim.blog/2017/06/28/blake-mycoskie/
216,The 10 Commandments of Startup Success with Reid Hoffman (#248),"""In order to scale, you have to do things that don't scale."" — Reid Hoffman This episode is a showcase from Masters of Scale, one of the few podcasts I recommend repeatedly to entrepreneurs. It's a conversation between LinkedIn co-founder Reid Hoffman (@reidhoffman) and Airbnb co-founder Brian Chesky (@bchesky), and…",https://tim.blog/2017/06/25/reid-hoffman-2/
217,Cool Tools for Travel – Tim Ferriss and Kevin Kelly (#247),"Kevin Kelly (@kevin2kelly) might be the real-life Most Interesting Man In The World. I’ve always wanted to travel with him, and we recently headed to Uzbekistan together. This episode covers some of our favorite travel tools.",https://tim.blog/2017/06/20/cool-tools-for-travel/
218,"Maximizing Strength, Improving Mindset, and Becoming the World's Fittest Man – Jason Khalipa (#246)","Jason Khalipa (@jasonkhalipa IG, Twitter) is one of the fittest men in the world – a title that was officially his when he won the CrossFit Games in 2008.  He is an 8-time CrossFit Games competitor, a 3-time Team USA CrossFit member, and — among other athletic feats — he has deadlifted 550 pounds, squatted 450 pounds, and performed 64 pullups at a bodyweight of 210 pounds. ",https://tim.blog/2017/06/14/jason-khalipa/
219,"The Magic, Misdirection, and Mindset of David Blaine (#245)","David Blaine (@davidblaine) is a magician, illusionist, and endurance artist. He is best known for his high-profile feats of endurance and has set and broken several world records.",https://tim.blog/2017/06/08/david-blaine/
220,The Quiet Master of Cryptocurrency — Nick Szabo (#244),Nick Szabo (@NickSzabo4) is a polymath. The breadth and depth of his interests and knowledge are truly astounding.,https://tim.blog/2017/06/04/nick-szabo/
221,How to Fear Less: Vince Vaughn (#243),"Vince Vaughn (@WildWest) is one of the most prolific actors, writers, and producers in the world. He’s acted in more than thirty major motion pictures that have gone on to gross more than 1.7 billion at the box office. He is largely credited for redefining the R-rated comedy with his performance in the 2005 hit Wedding Crashers, which set the record for highest grossing R-rated comedy at the time. He is — and will continue to be, I expect — one of the most sought-after leading men in Hollywood.",https://tim.blog/2017/05/31/vince-vaughn/
222,Phil Keoghan — The Magic of Bucket Lists and Amazing Races (#242),"Phil Keoghan (@PhilKeoghan) has worked in television for almost thirty years on more than a thousand program episodes in more than a hundred countries. His work has earned him numerous awards, including ten prime-time Emmys. He is perhaps best known as the co-executive producer and host of CBS series The Amazing Race, currently in its twenty-ninth season.",https://tim.blog/2017/05/26/phil-keoghan/
223,"The Relationship Episode: Sex, Love, Polyamory, Marriage, and More (with Esther Perel) (#241)",I’ve wanted to speak with psychotherapist Esther Perel (@estherperel) for years.,https://tim.blog/2017/05/21/esther-perel/
224,Accelerated Learning and Mentors – My Personal Story (#240),"This episode is by request. You have asked me many times for an episode on education, accelerated learning, and my mentors. It will all be covered in the following conversation with Charles Best (@charlesbest), the founder and CEO of DonorsChoose.org, a non-profit website that enables anyone to help a classroom in need. It is one of my favorite companies — profit or non-profit — in the world. (And I’m not just saying that because we used to be wrestling partners in high school.)",https://tim.blog/2017/05/17/meta-learning/
225,How to Reverse Aging with Art De Vany (#239),"Illustration via 99designs ""I don't worry about inspiration as much as system overload.""— Dustin Yellin Dustin Yellin (@dustinyellin) is an artist who lives in Brooklyn, New York, and is the founder and director of Pioneer Works, a multidisciplinary cultural center in Red Hook, Brooklyn, that builds community through the arts…",https://tim.blog/2017/05/12/art-de-vany/
226,The Savant of Speed — Ryan Flaherty (#238),"Ryan Flaherty (@ryanflaherty1) is the Senior Director of Performance at Nike. Prior to holding that position, Ryan was the Founder and President of Prolific Athletes LLC, a sports performance facility in San Diego, California, where he trained some of the world’s best athletes. His clients include Serena Williams, Russell Wilson, the Arizona Cardinals, Marcus Mariota, Jameis Winston, and hundreds of other professional athletes.",https://tim.blog/2017/05/07/ryan-flaherty/
227,"Exploring Smart Drugs, Fasting, and Fat Loss — Dr. Rhonda Patrick (#237)","Rhonda Patrick, PhD, (@foundmyfitness) is an American biochemist and scientist. She first appeared on this podcast back in episode twelve, and whether you want to extend life, inexpensively buy a stem cell “insurance policy,” or guard against cancer, Rhonda has valuable insights and recommendations.",https://tim.blog/2017/05/04/smart-drugs-fasting-and-fat-loss/
228,The Alien of Extraordinary Ability (#236),"Murray Carter (@CarterCutlery) is a Canadian craftsman like no other. At eighteen, he fell into an apprenticeship with a sixteenth generation Yoshimoto bladesmith that lasted six years — and was asked to take the position of number seventeen in the Sakemoto family tradition (perhaps the only Caucasian ever to have the honor and privilege of this position).",https://tim.blog/2017/04/26/murray-carter/
229,"Dorian Yates on High Intensity Training, Injury Prevention, and Building Maximum Muscle (#235)","Dorian Yates (@dorian_yates) is a six-time Mr. Olympia who took the extreme sport of bodybuilding to a new level. He’s one of my adolescent heroes whose innovations in training influenced what I later put into The 4-Hour Body (e.g., Occam’s protocol).",https://tim.blog/2017/04/22/dorian-yates/
230,Marie Kondo — The Japanese Tidying Master (#234),"Marie Kondo (@MarieKondo, also known as “KonMari”) is a Japanese organizing consultant, author, and entrepreneur.",https://tim.blog/2017/04/16/marie-kondo/
231,"Cory Booker — Street Fights, 10-Day Hunger Strikes, and Creative Problem-Solving (#233)",Cory Booker (@corybooker) is an American politician and the junior United States Senator from New Jersey.,https://tim.blog/2017/04/11/cory-booker/
232,"The Tim Ferriss Radio Hour: How to Control Stress, Upgrade Your Nutrition, and Build the Mindset of a Gladiator (#232)",No description for the person found,https://tim.blog/2017/04/06/the-tim-ferriss-radio-hour-control-stress-upgrade-nutrition-mindset-of-a-gladiator/
233,How to Be Creative Like a Motherf*cker — Cheryl Strayed (#231),"My guest is Cheryl Strayed (@CherylStrayed), author of the #1 New York Times bestselling memoir Wild, the New York Times bestsellers Tiny Beautiful Things and Brave Enough, and the novel Torch. Her books have been translated into forty languages around the world. Wild was chosen by Oprah Winfrey as her inaugural selection for Oprah’s Book Club 2.0 and was made into an Oscar-nominated film starring Reese Witherspoon and Laura Dern.",https://tim.blog/2017/03/30/cheryl-strayed/
234,"The Secrets, Tactics, and Creative Processes of High Performers and Achievers — Debbie Millman (#230)","Graphic Design USA has named Debbie Millman (@debbiemillman) “one of the most influential designers working today.” She is also the founder and host of Design Matters, the world’s first and longest-running podcast about design, where she’s interviewed nearly 300 design luminaries and cultural commentators including Massimo Vignelli and Milton Glaser.",https://tim.blog/2017/03/25/the-secrets-tactics-and-creative-processes-of-high-performers-and-achievers-debbie-millman/
235,Ricardo Semler — The Seven-Day Weekend and How to Break the Rules (#229),"Ricardo Semler (@ricardosemler) is the former CEO of Semco Partners, a Brazilian company best known perhaps for its radical form of industrial democracy and corporate re-engineering.",https://tim.blog/2017/03/19/ricardo-semler/
236,"The Lion of Olympic Weightlifting, 62-Year-Old Jerzy Gregorek (Also Featuring: Naval Ravikant) (#228)","Jerzy Gregorek (@TheHappyBody) immigrated from Poland to the United States with his wife, Aniela, in 1986 as political refugees. He subsequently won four World Weightlifting Championships and established one world record.",https://tim.blog/2017/03/16/jerzy-gregorek/
237,Conquering Fear and Reducing Anxiety – Caroline Paul (#227),Caroline Paul (@carowriter) returns to the podcast by popular demand for a round 2 Q&A. (You can catch her first appearance here.),https://tim.blog/2017/03/12/conquering-fear-and-reducing-anxiety-caroline-paul/
238,How to Not Be Evil – Dr. Phil Zimbardo (#226),"Dr. Philip Zimbardo (@PhilZimbardo) is one of the most distinguished psychologists in the world and a professor emeritus at Stanford University. He is arguably best known for his 1971 Stanford Prison Experiment, in which students were turned into mock prisoners and guards for a continuous 24-hour-a-day study. The experiment was planned for two weeks but terminated after just six days.",https://tim.blog/2017/03/08/how-to-not-be-evil-dr-phil-zimbardo/
239,John Crowley — The Real-Life Captain America and Bruce Banner (Seriously) (#225),"""Embrace your emotions.""- Rana el Kaliouby A pioneer in Emotion AI, Rana el Kaliouby, PhD (@Kaliouby), is co-founder and CEO of Affectiva, and author of the new book Girl Decoded: A Scientist's Quest to Reclaim Our Humanity by Bringing Emotional Intelligence to Technology. A passionate advocate for humanizing technology, ethics in…",https://tim.blog/2017/02/28/john-crowley/
240,"The Random Show – Drinking Urine, Exploring Japan, and Figuring Out Life (#224)","Per usual for The Random Show, I am joined by Kevin Rose (@KevinRose), serial entrepreneur, world-class investor, and all around wild and crazy guy. We discuss Japan and how to do it cheaply, building apps, urine drinking, love and marriage, beauty and absurdity in 2017, why Kevin doesn’t have New Year’s resolutions, favorite books, and much more.",https://tim.blog/2017/02/26/the-random-show-drinking-urine-exploring-japan-and-figuring-out-life/
241,Calming Philosophies for Chaotic Times — Krista Tippett (#223),"Krista Tippett (@KristaTippett) is a Peabody Award-winning broadcaster and New York Times bestselling author. She created and hosts the public radio program and podcast On Being and curates The Civil Conversations Project, an emergent approach to the differences of our age.",https://tim.blog/2017/02/21/krista-tippett/
242,Jerrod Carmichael – Uber-Productivity and Dangerous Comedy (#222),"""The rise is always better than the peak."" — Jim Jefferies Sydney native Jim Jefferies (@jimjefferies) is one of the most popular and respected comedians of his generation, entertaining audiences across the globe with his provocative, belief-challenging, and thought-provoking comedy. He created and starred in the sitcom Legit and the Comedy…",https://tim.blog/2017/02/18/jerrod-carmichael-uber-productivity-and-dangerous-comedy/
243,Mr. Money Mustache — Living Beautifully on $25-27K Per Year (#221),"Mr. Money Mustache (@mrmoneymustache — Pete Adeney in real life) grew up in Canada in a family of mostly eccentric musicians. He graduated with a degree in computer engineering in the 1990s and worked in various tech companies before retiring at age 30. Pete, his wife, and their now eleven-year-old son live near Boulder, Colorado, and have not had real jobs since 2005.",https://tim.blog/2017/02/13/mr-money-mustache/
244,Soman Chainani — The School for Good and Evil (#220),"Soman Chainani (@SomanChainani) is a detailed planner, filmmaker, and New York Times best selling author.",https://tim.blog/2017/02/08/soman-chainani-the-school-for-good-and-evil/
245,"Lessons from Warren Buffett, Bobby Fischer, and Other Outliers (#219)","Adam Robinson (@IAmAdamRobinson) first appeared on this podcast in the “Becoming the Best Version of You” episode (#210) alongside Josh Waitzkin (chess, jiu-jitsu, investing) and Ramit Sethi (personal finance, entrepreneurship).",https://tim.blog/2017/02/02/lessons-from-warren-buffett-bobby-fischer-and-other-outliers/
246,The Most Feared and Well-Liked Journalist in Silicon Valley – Kara Swisher (#218),Kara Swisher (@karaswisher) has been called “Silicon Valley’s most feared and well-liked journalist” by New York Magazine. Here’s just one example: you can graph the impact on Yahoo’s stock price by various posts by Kara. That’s just the tip of the iceberg.,https://tim.blog/2017/01/26/kara-swisher/
247,The One-Minute Workout Designed by Scientists — Dr. Martin Gibala (#217),"Martin Gibala, Ph.D. (@gibalam) is a professor and chair of the kinesiology department at McMaster University in Hamilton, Ontario. His research on the physiological and health benefits of high-intensity interval training (HIIT) has attracted immense scientific attention and worldwide media coverage.",https://tim.blog/2017/01/23/the-one-minute-workout-designed-by-scientists-dr-martin-gibala/
248,"Arnold Schwarzenegger Part 2! Bodybuilding, Investing, and Online Battles (#216)",Arnold Schwarzenegger (@Schwarzenegger) told you he’d be back.,https://tim.blog/2017/01/18/arnold-schwarzenegger-part-2-bodybuilding-investing-and-online-battles/
249,The Return of the Money Shot (#215),"Whitney Cummings (@whitneycummings) is a Los Angeles-based comedian, actor, writer, and producer.",https://tim.blog/2017/01/16/the-return-of-the-money-shot/
250,How to Design a Life — Debbie Millman (#214),"Graphic Design USA has named Debbie Millman (@debbiemillman) “one of the most influential designers working today.” She is also the founder and host of Design Matters, the world’s first and longest-running podcast about design, where she’s interviewed nearly 300 design luminaries and cultural commentators including Massimo Vignelli and Milton Glaser.",https://tim.blog/2017/01/12/how-to-design-a-life-debbie-millman/
251,"Fasting vs. Slow-Carb Diet, Top $150 Purchases, Balancing Productivity and Relaxation, and More (#213)","In your past podcast “My Life Extension Pilgrimage to Easter Island”, Peter Attia talked about his friend (Ujai) whose father (Cerin?) had been taking rapamycin to stall the progression of his cancer. The story start @ 2:53",https://tim.blog/2017/01/04/fasting-vs-slow-carb-diet-top-150-purchases-balancing-productivity-and-relaxation-and-more/
252,What I Learned in 2016 (#212),No description for the person found,https://tim.blog/2016/12/29/2016-what-ive-learned/
253,A.J. Jacobs: Self-Experimenter Extraordinaire (#211),"A.J. Jacobs (@ajjacobs) is a kindred guinea pig of self-experimentation who chronicles his shenanigans in books that seem to keep winding up as New York Times best sellers. The Know-It-All was about his quest to learn everything in the world. In The Year of Living Biblically, he tried to follow all the rules of the Bible as literally as possible. Drop Dead Healthy followed his well- (and ill-) advised experiments to become the healthiest person alive. My Life as an Experiment is about exactly what it sounds like, and It’s All Relative — which will be out in 2017 — will aim to connect all of humanity in one family tree.",https://tim.blog/2016/12/26/a-j-jacobs-self-experimenter-extraordinaire/
254,Becoming the Best Version of You (#210),Ramit Sethi (@ramit) is a business expert who has built a huge company from his blog. He’s the best-selling author of I Will Teach You to Be Rich.,https://tim.blog/2016/12/20/becoming-the-best-version-of-you/
255,"The Random Show Threesome — Tim Ferriss, Kevin Rose, and Matt Mullenweg (#209)","Kevin Rose (@KevinRose) has been my partner in crime for many things. He’s one of the best stock pickers in the startup world, the co-founder of Digg and Milk, a general partner at Google Ventures, and CEO of Hodinkee.",https://tim.blog/2016/12/16/the-random-show-threesome-tim-ferriss-kevin-rose-and-matt-mullenweg/
256,Ezra Klein — From College Blogger to Political Powerhouse (#208),"Ezra Klein (@ezraklein) is founder and editor-in-chief of Vox, an explanatory news organization that now reaches more than 100 million people each month through articles, videos, newsletters, and podcasts. Previously, he was a columnist and editor at The Washington Post, a policy analyst at MSNBC, and a contributor to Bloomberg. He was named one of the 50 most powerful people in Washington by GQ.",https://tim.blog/2016/12/13/ezra-klein/
257,Tools of Titans: Brené Brown Distilled and Other Goodies (#207),"Dr. Brené  Brown (@BreneBrown) is a research professor at the University of Houston Graduate College of Social Work. Brené’s 2010 TEDx Houston talk, The Power of Vulnerability, has been viewed more than 31 million times and is one of the top five most viewed TED talks in the world.",https://tim.blog/2016/12/10/tools-of-titans-brene-brown-distilled-and-other-goodies/
258,"Testing The ""Impossible"": 17 Questions That Changed My Life (#206)","""If [more] information was the answer, then we'd all be billionaires with perfect abs."" - Derek Sivers Derek Sivers(@sivers) is one of my favorite humans, and I call him often for advice. Think of him as a philosopher-king programmer, master teacher, and merry prankster. Originally a professional musician and circus…",https://tim.blog/2016/12/07/testing-the-impossible-17-questions-that-changed-my-life/
259,Mark Bittman on Changing the Food Industry and Living Dangerously (#205),"Mark Bittman (@bittman) is the author of 20 acclaimed books, including the How to Cook Everything series, Food Matters, and his latest, How to Bake Everything — which is on a coveted shelf in my own kitchen.",https://tim.blog/2016/12/05/mark-bittman/
260,Tools of Titans: Josh Waitzkin Distilled (#204),No description for the person found,https://tim.blog/2016/11/27/tools-of-titans-josh-waitzkin-distilled/
261,"David Heinemeier Hansson on Digital Security, Company Culture, and the Value of Schooling (#203)","David “DHH” Heinemeier Hansson (@dhh) is the creator of Ruby on Rails, founder and CTO at Basecamp (formerly 37Signals), and the best-selling co-author of Rework and Remote: Office Not Required. Oh, and he went from not having a driver’s license at 25 to winning, at 34, the 24 Hours of Le Mans race, one of the most prestigious automobile races in the world. It is often called the “Grand Prix of endurance and efficiency.”",https://tim.blog/2016/11/25/david-heinemeier-hansson-on-digital-security-company-culture-and-the-value-of-schooling/
262,Tools of Titans: Derek Sivers Distilled (#202),"Derek Sivers(@sivers) is one of my favorite humans, and I call him often for advice. Think of him as a philosopher-king programmer, master teacher, and merry prankster. Originally a professional musician and circus clown (he did the latter to counterbalance being introverted), Derek created CD Baby in 1998. It became the largest seller of independent music online, with $100 million in sales for 150,000 musicians.",https://tim.blog/2016/11/21/tools-of-titans-derek-sivers-distilled/
263,"The Tim Ferriss Radio Hour: Meditation, Mindset, and Mastery (#201)",No description for the person found,https://tim.blog/2016/11/16/the-tim-ferriss-radio-hour-meditation-mindset-and-mastery/
264,Susan Garrett — Master Dog (and Human) Trainer (#200),"Susan Garrett (@susangarrett) is an incredible dog trainer. She has a B.Sc. in animal science, and for more than two decades has been one of the most consistently successful competitors in the sport of dog agility.",https://tim.blog/2016/11/14/susan-garrett/
265,Stephen Dubner — The Art of Storytelling and Facing Malcolm Gladwell in a Fist Fight (#199),"Stephen J. Dubner (@Freakonomics) returns to the show. He is an award-winning author, journalist, and radio and TV personality. He is best-known for writing, along with the economist Steven D. Levitt, Freakonomics (2005), SuperFreakonomics (2009), and Think Like a Freak (2014), which have sold more than five million copies in 35 languages. He is the creator of the top-ranked Freakonomics Radio podcast.",https://tim.blog/2016/11/09/stephen-dubner-the-art-of-storytelling/
266,"Charles Poliquin – His Favorite Mass-Building Program, His Nighttime Routine For Better Sleep, and Much More (#198)","Charles Poliquin is back for another round of the podcast. Charles (@strengthsensei) is one of the best known strength coaches in the world. He has trained elite athletes from nearly 20 different sports, including Olympic gold medalists, NFL All-Pro’s, NHL All-Stars and Stanley Cup champions, and IFBB bodybuilding champions. His clients include long-jump gold medalist Dwight Phillips, NHL MVP Chris Pronger, and MLB batting champion Edgar Martinez, and the first women’s wrestling US Olympic gold medalist Helen Maroulis, among many others.",https://tim.blog/2016/11/06/charles-poliquin-mass-building-program/
267,Drunk Dialing — Ladies Night Edition! (#197),No description for the person found,https://tim.blog/2016/11/02/drunk-dialing-ladies-night-edition/
268,"Meet the Machine, Dave Camarillo (#196)","Dave Camarillo (@DaveCamarillo) was my long-time Brazilian Jiu-Jitsu (BJJ) coach (see him kicking my ass repeatedly here). Put simply, he is a machine.",https://tim.blog/2016/10/30/dave-camarillo/
269,"David ""DHH"" Heinemeier Hansson: The Power of Being Outspoken (#195)","David “DHH” Heinemeier Hansson (@dhh) is the creator of Ruby on Rails, founder and CTO at Basecamp (formerly 37signals), and the best-selling co-author of Rework and Remote: Office Not Required. Oh, and he went from not having a driver’s license at 25 to winning, at 34, the 24 Hours of Le Mans race, one of the most prestigious automobile races in the world. It is often called the “Grand Prix of endurance and efficiency.”",https://tim.blog/2016/10/27/david-heinemeier-hansson/
270,The Magic and Power of Placebo (#194),"Erik Vance (@erikvance) is an award-winning science writer based in California and Mexico City. After working as a scientist on research projects dealing with dolphin intelligence and coastal ecology, he became an educator and then an environmental consultant. In 2005, he attended UC Santa Cruz’s famed Science Communication Program and discovered a passion for journalism. Since then, he has built his career around science-based profiles of inspiring or controversial figures. His work has appeared in Harper’s Magazine, The New York Times, The Utne Reader, Scientific American, and National Geographic. He is also a contributing editor at Discover Magazine.",https://tim.blog/2016/10/23/erik-vance/
